,SK_ID_CURR,CREDIT_ACTIVE,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE
35614,266695,Active,-329,0,3323.0,,0,720000.0,46359.0,0.0,0.0,Credit card,-2
35616,189012,Closed,-1689,0,-958.0,-1670.0,0,109350.0,,,0.0,Consumer credit,-1670
35617,189012,Closed,-608,0,-469.0,-469.0,0,265643.46,0.0,0.0,0.0,Consumer credit,-469
35618,189012,Active,-470,0,626.0,,0,360900.0,236785.5,0.0,0.0,Consumer credit,-40
35621,145197,Closed,-2650,0,-1539.0,-1539.0,0,180000.0,0.0,0.0,0.0,Credit card,-1534
35623,145197,Closed,-2356,0,-530.0,-822.0,0,927000.0,0.0,0.0,0.0,Consumer credit,-686
35626,145197,Closed,-1780,0,46.0,-388.0,0,180000.0,110353.5,,0.0,Credit card,-388
35628,145197,Active,-791,0,2861.0,,0,355500.0,333148.5,,0.0,Credit card,-21
35630,339779,Closed,-767,0,-464.0,-436.0,0,35761.5,,,0.0,Consumer credit,-430
35631,368215,Active,-30,0,1796.0,,0,207000.0,207000.0,0.0,0.0,Consumer credit,-23
35634,208517,Active,-264,0,466.0,,0,202590.0,151654.5,0.0,0.0,Consumer credit,-16
35649,127401,Closed,-2785,0,-1661.0,-1815.0,0,180000.0,0.0,0.0,0.0,Credit card,-1815
35650,127401,Closed,-2364,0,-2030.0,-2056.0,0,221048.1,0.0,0.0,0.0,Consumer credit,-2056
35654,444355,Closed,-2496,0,-2283.0,-2291.0,0,19176.12,0.0,0.0,0.0,Consumer credit,-2282
35657,444355,Active,-1268,0,-172.0,,0,135000.0,0.0,135000.0,0.0,Credit card,-227
35658,444355,Active,-1263,0,-167.0,,0,90000.0,0.0,90000.0,0.0,Credit card,-227
35661,444355,Active,-102,0,994.0,,0,90000.0,44077.5,0.0,0.0,Credit card,-9
35665,402802,Active,-1152,0,30934.0,,0,0.0,0.0,0.0,0.0,Credit card,-504
35667,223903,Closed,-1705,0,-974.0,-972.0,0,119074.5,0.0,,0.0,Consumer credit,-969
35672,148668,Active,-323,0,10165.0,,0,9996750.0,9962883.0,0.0,0.0,Mortgage,-33
35673,148668,Closed,-1034,0,-468.0,-468.0,0,77760.0,0.0,,0.0,Consumer credit,-448
35674,249180,Active,-179,0,125.0,,0,42835.5,19696.5,0.0,0.0,Consumer credit,-21
35675,249180,Active,-933,0,893.0,,0,90000.0,58320.0,0.0,0.0,Consumer credit,-18
35676,249180,Closed,-680,0,-62.0,-62.0,0,337500.0,0.0,,0.0,Consumer credit,-56
35679,335492,Closed,-1330,0,-964.0,-992.0,0,129435.75,0.0,,0.0,Consumer credit,-847
35681,335492,Active,-678,0,1043.0,,0,0.0,0.0,0.0,0.0,Credit card,-37
35683,335492,Closed,-1312,0,-1189.0,-1189.0,0,25303.5,0.0,0.0,0.0,Consumer credit,-929
35684,335492,Closed,-1545,0,-1363.0,-1363.0,0,25735.5,0.0,0.0,0.0,Consumer credit,-952
35685,335492,Closed,-1071,0,-887.0,-884.0,0,70105.5,0.0,0.0,0.0,Consumer credit,-883
35687,335492,Closed,-1311,0,-1190.0,-1190.0,0,25303.5,0.0,,0.0,Consumer credit,-1067
35689,335492,Active,-182,0,275.0,,0,204319.125,121032.0,0.0,0.0,Consumer credit,-20
35691,313975,Active,-303,0,-81.0,,0,337500.0,0.0,0.0,0.0,Credit card,-166
35693,180615,Closed,-1502,0,-1227.0,-1226.0,0,35955.0,0.0,,0.0,Consumer credit,-1226
35700,410236,Active,-902,8,924.0,,0,2875950.0,2091739.5,,3204.0,Car loan,-2
35705,293724,Active,-415,0,1411.0,,0,400500.0,347818.5,0.0,0.0,Consumer credit,-18
35709,318950,Closed,-935,0,-783.0,-813.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-803
35712,318950,Closed,-416,0,-232.0,-294.0,0,108000.0,0.0,0.0,0.0,Consumer credit,-293
35714,318950,Closed,-1219,0,608.0,-135.0,0,2250000.0,0.0,0.0,0.0,Consumer credit,-135
35718,124400,Active,-874,0,831.0,,0,0.0,0.0,0.0,0.0,Credit card,-6
35722,315592,Active,-180,0,-8.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-7
35723,315592,Active,-209,0,1069.0,,0,1157850.0,,,0.0,Consumer credit,-23
35725,315592,Closed,-1770,0,-1587.0,-1587.0,0,64395.0,0.0,0.0,0.0,Consumer credit,-1584
35726,315592,Closed,-2816,0,-2511.0,-2510.0,0,93897.0,,,0.0,Consumer credit,-2507
35732,216034,Closed,-1715,0,9245.0,-1399.0,0,58500.0,,,0.0,Credit card,-1399
35740,214178,Closed,-1538,0,-1198.0,-1198.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-261
35749,227785,Closed,-980,0,-250.0,-707.0,0,549000.0,0.0,,0.0,Consumer credit,-703
35752,227785,Active,-701,0,29.0,,0,675000.0,67028.985,0.0,0.0,Consumer credit,-2
35756,207375,Active,-309,0,422.0,,0,900000.0,626332.5,0.0,0.0,Consumer credit,-20
35760,441705,Active,-544,0,1282.0,,0,180000.0,142870.5,0.0,0.0,Consumer credit,-27
35761,441705,Active,-419,0,1407.0,,0,171000.0,146317.5,0.0,0.0,Consumer credit,-22
35765,369758,Closed,-1251,0,-884.0,-884.0,0,63270.0,0.0,0.0,0.0,Consumer credit,-883
35767,149058,Active,-1132,0,-783.0,,0,225000.0,0.0,0.0,0.0,Credit card,-92
35768,149058,Active,-497,0,1329.0,,0,378000.0,305158.5,0.0,0.0,Consumer credit,-4
35779,214575,Active,-1168,0,-81.0,,0,270000.0,252252.0,0.0,0.0,Credit card,-151
35780,214575,Active,-2758,0,-2563.0,,0,38277.0,,,0.0,Consumer credit,-2521
35781,214575,Active,-2590,0,-1864.0,,0,360000.0,,,0.0,Consumer credit,-1869
35786,214575,Closed,-912,0,-820.0,-807.0,0,23301.0,,,0.0,Consumer credit,-800
35791,124809,Active,-1234,0,953.0,,0,315000.0,300231.0,0.0,0.0,Credit card,-3
35798,124809,Active,-265,0,831.0,,0,900000.0,766669.5,,0.0,Consumer credit,-18
35800,176998,Closed,-1659,0,167.0,-252.0,0,1125000.0,0.0,0.0,0.0,Consumer credit,-240
35803,367918,Closed,-2415,0,30935.0,-795.0,0,0.0,0.0,,0.0,Credit card,-772
35804,443575,Closed,-1563,0,-1395.0,-1426.0,0,76392.0,0.0,,0.0,Consumer credit,-552
35807,443575,Closed,-1243,0,-938.0,-995.0,0,167220.0,0.0,0.0,0.0,Consumer credit,-995
35810,443575,Active,-176,0,1648.0,,0,2286000.0,2158290.0,0.0,0.0,Consumer credit,-25
35811,443575,Closed,-1288,0,-173.0,-959.0,0,139500.0,,,0.0,Credit card,-842
35816,388581,Active,-670,0,30934.0,,0,85500.0,79326.585,6173.415,0.0,Credit card,-486
35817,388581,Closed,-2288,0,-467.0,-551.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-544
35820,388581,Active,-539,0,1287.0,,0,981000.0,706981.5,0.0,0.0,Consumer credit,-18
35821,388581,Closed,-2903,0,-2548.0,-2534.0,0,225000.0,,,0.0,Consumer credit,-2534
35823,388581,Active,-1052,0,774.0,,0,450004.5,266170.5,,0.0,Consumer credit,-11
35824,388581,Active,-1352,0,-256.0,,0,292500.0,291969.0,,0.0,Credit card,-18
35825,388581,Active,-405,0,691.0,,0,328806.0,258453.0,,0.0,Consumer credit,-32
35828,388581,Closed,-2784,0,-2053.0,-1597.0,0,225000.0,,,0.0,Credit card,-1597
35831,421411,Closed,-966,0,-844.0,-833.0,0,260122.5,0.0,0.0,0.0,Consumer credit,-829
35835,263365,Active,-1867,0,161.0,,0,220500.0,0.0,0.0,0.0,Credit card,-37
35838,191892,Closed,-330,0,-299.0,-299.0,0,24192.0,0.0,0.0,0.0,Consumer credit,-297
35843,166212,Active,-497,0,233.0,,0,245250.0,100984.5,0.0,0.0,Consumer credit,-20
35846,227784,Closed,-1046,0,445.0,-1015.0,0,1095715.17,0.0,,0.0,Consumer credit,-874
35850,227784,Closed,-1631,0,-1297.0,-1448.0,0,26126.1,0.0,,0.0,Consumer credit,-874
35851,227784,Active,-177,0,13.0,,0,22500.0,0.0,0.0,0.0,Credit card,-6
35852,227784,Active,-146,0,950.0,,0,675000.0,621940.5,0.0,0.0,Consumer credit,-23
35854,227784,Closed,-414,0,-230.0,-230.0,0,49455.0,0.0,0.0,0.0,Consumer credit,-230
35856,227784,Closed,-1013,0,-890.0,-982.0,0,25290.0,0.0,0.0,0.0,Consumer credit,-981
35858,387635,Closed,-1396,0,-482.0,-491.0,0,270000.0,238239.0,,0.0,Consumer credit,-491
35860,387635,Active,-84,0,,,0,247500.0,247428.0,,0.0,Credit card,-32
35870,120708,Closed,-1672,0,30934.0,-1542.0,0,73800.0,0.0,0.0,0.0,Credit card,-732
35872,323287,Closed,-699,0,-513.0,-513.0,0,101205.0,0.0,0.0,0.0,Consumer credit,-507
35878,345946,Active,-319,0,777.0,,0,2025000.0,,,0.0,Consumer credit,-15
35879,345946,Closed,-1314,0,513.0,-1160.0,0,1350000.0,,,0.0,Consumer credit,-1160
35881,267556,Active,-681,0,30935.0,,0,450000.0,418504.5,,0.0,Credit card,-15
35884,267556,Closed,-371,0,-280.0,-280.0,0,246384.0,0.0,0.0,0.0,Consumer credit,-276
35885,267556,Closed,-832,0,-651.0,-650.0,0,99810.0,0.0,0.0,0.0,Consumer credit,-629
35886,301244,Closed,-779,0,-383.0,-468.0,0,32872.5,0.0,,0.0,Consumer credit,-441
35887,301244,Active,-238,0,127.0,,0,152820.0,80460.225,,0.0,Consumer credit,-9
35889,301244,Closed,-494,0,-238.0,-238.0,0,161730.0,0.0,,0.0,Consumer credit,-197
35891,301244,Closed,-513,0,-148.0,-148.0,0,141007.5,0.0,0.0,0.0,Consumer credit,-147
35892,301244,Closed,-1089,0,-176.0,-498.0,0,450000.0,,,0.0,Consumer credit,-496
35893,301244,Closed,-1076,0,-611.0,-611.0,0,165262.5,,,0.0,Consumer credit,-609
35895,256755,Closed,-875,0,953.0,-417.0,0,135000.0,0.0,,0.0,Credit card,-353
35901,256755,Closed,-418,0,-359.0,-359.0,0,40860.495,0.0,0.0,0.0,Consumer credit,-353
35903,256755,Closed,-728,0,-180.0,-384.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-358
35904,415277,Closed,-2068,0,-1733.0,-1726.0,0,116595.0,0.0,0.0,0.0,Consumer credit,-978
35906,415277,Active,-1317,0,862.0,,0,225000.0,225310.5,0.0,0.0,Credit card,-21
35907,415277,Active,-523,0,4956.0,,0,4950000.0,4777114.5,0.0,0.0,Mortgage,-3
35911,207565,Active,-579,0,13.0,,0,135000.0,128209.5,0.0,0.0,Credit card,-2
35916,178366,Active,-1345,0,482.0,,0,247275.0,86161.5,0.0,0.0,Consumer credit,-4
35917,178366,Active,-532,0,1294.0,,0,735750.0,607743.0,0.0,0.0,Consumer credit,-14
35925,317522,Active,-685,0,1141.0,,0,1035000.0,59787.0,0.0,0.0,Consumer credit,-12
35931,114420,Closed,-1220,0,-489.0,-764.0,0,134910.0,0.0,0.0,0.0,Consumer credit,-764
35932,114420,Active,-561,0,30935.0,,0,247500.0,206829.0,0.0,0.0,Credit card,-7
35935,318588,Active,-385,0,1076.0,,0,900000.0,762966.0,0.0,0.0,Consumer credit,-1
35937,318588,Active,-659,0,71.0,,1,135000.0,8540.775,0.0,0.0,Consumer credit,-17
35939,318588,Closed,-846,0,-541.0,-541.0,0,141352.29,0.0,0.0,0.0,Consumer credit,-535
35940,318588,Closed,-945,0,-642.0,-642.0,0,77355.0,,,0.0,Consumer credit,-640
35944,314403,Closed,-632,0,-267.0,-265.0,0,107910.0,0.0,0.0,0.0,Consumer credit,-264
35953,210582,Closed,-2476,0,,-1485.0,0,630000.0,0.0,,0.0,Consumer credit,-1485
35959,185651,Active,-297,0,,,0,90000.0,,,0.0,Credit card,-291
35960,185651,Active,-297,0,434.0,,0,334971.0,238468.5,,0.0,Consumer credit,-18
35961,185651,Active,-209,0,156.0,,0,97200.0,52294.5,0.0,0.0,Consumer credit,-20
35964,185651,Active,-903,0,-181.0,,0,202500.0,147251.79,55248.21,0.0,Credit card,-588
35974,207278,Active,-34,0,-5.0,,0,36000.0,36540.0,,0.0,Microloan,-19
35975,207278,Closed,-458,0,-93.0,-93.0,0,120555.0,0.0,0.0,0.0,Consumer credit,-93
35977,207278,Closed,-1485,0,-1178.0,-1178.0,0,56189.97,,,0.0,Consumer credit,-1178
35979,105495,Closed,-2075,0,-1863.0,-1951.0,0,24182.01,0.0,,0.0,Consumer credit,-854
35983,105495,Active,-176,0,6.0,,0,79411.5,8748.0,0.0,0.0,Consumer credit,-21
35986,105495,Closed,-432,0,-310.0,-310.0,0,31455.0,0.0,0.0,0.0,Consumer credit,-304
35988,379315,Closed,-1386,0,-1020.0,-320.0,0,0.0,0.0,0.0,0.0,Credit card,-317
35990,379315,Active,-371,0,360.0,,0,326835.0,181620.0,0.0,0.0,Consumer credit,-4
35991,379315,Active,-693,0,1133.0,,0,486000.0,334773.0,0.0,0.0,Consumer credit,-23
35994,379315,Closed,-666,0,-387.0,-387.0,0,75672.63,0.0,0.0,0.0,Consumer credit,-387
36001,366410,Active,-412,0,923.0,,0,324000.0,214812.0,0.0,0.0,Credit card,-151
36006,177774,Active,-183,0,,,0,225000.0,212107.5,12888.45,0.0,Credit card,-31
36008,246271,Active,-936,0,131.0,,0,90000.0,81301.5,0.0,0.0,Credit card,-64
36009,246271,Active,-1003,0,823.0,,0,981000.0,589234.5,0.0,0.0,Consumer credit,-29
36010,246271,Active,-309,0,1517.0,,0,1080000.0,,,0.0,Consumer credit,-33
36015,346429,Active,-331,0,984.0,,0,85500.0,76131.0,0.0,0.0,Credit card,-98
36019,346429,Closed,-1000,0,-814.0,-814.0,0,75240.0,0.0,0.0,0.0,Consumer credit,-814
36021,390650,Closed,-1570,0,-1388.0,-1415.0,0,53955.0,0.0,0.0,0.0,Consumer credit,-1415
36023,431599,Closed,-1463,0,364.0,-405.0,0,1404000.0,0.0,0.0,0.0,Consumer credit,-192
36024,431599,Active,-324,0,1140.0,,0,1286316.0,1086750.0,0.0,0.0,Car loan,-2
36025,261860,Active,-877,0,953.0,,0,1651500.0,1557415.035,94084.965,0.0,Credit card,-51
36026,261860,Closed,-1402,0,-1219.0,-1280.0,0,273658.5,0.0,0.0,0.0,Consumer credit,-1280
36028,261860,Closed,-997,0,829.0,-232.0,0,1053000.0,,,0.0,Consumer credit,-228
36036,283643,Active,-1239,0,,,0,270000.0,0.0,,0.0,Credit card,-1025
36038,283643,Closed,-868,0,-321.0,-321.0,0,171357.075,0.0,0.0,0.0,Consumer credit,-318
36039,283643,Closed,-1323,0,-776.0,-773.0,0,309546.0,0.0,0.0,0.0,Consumer credit,-773
36041,283643,Active,-1363,0,464.0,,0,1687500.0,,,0.0,Consumer credit,-12
36043,441094,Closed,-1954,0,-1619.0,-1648.0,0,79606.8,0.0,,0.0,Consumer credit,-867
36045,441094,Active,-173,0,923.0,,0,498807.0,446512.5,,0.0,Consumer credit,-12
36050,119094,Closed,-1747,0,-1382.0,-1471.0,0,142695.0,0.0,,0.0,Consumer credit,-1469
36051,119094,Active,-742,0,,,0,90000.0,,,0.0,Credit card,-741
36053,119094,Closed,-742,0,354.0,-623.0,0,550831.5,,,0.0,Consumer credit,-623
36058,254002,Closed,-638,0,1196.0,-149.0,0,135000.0,0.0,,0.0,Credit card,-146
36060,254002,Closed,-987,0,678.0,-865.0,0,135000.0,0.0,,0.0,Credit card,-353
36065,254002,Closed,-1709,0,-1127.0,-1117.0,0,155650.5,0.0,0.0,0.0,Consumer credit,-930
36066,254002,Active,-231,0,984.0,,0,67500.0,64440.0,0.0,0.0,Credit card,-121
36068,254002,Active,-239,0,1587.0,,0,877500.0,822330.0,0.0,0.0,Consumer credit,-18
36070,254002,Closed,-1960,0,-1778.0,-1778.0,0,20880.0,0.0,,0.0,Consumer credit,-1039
36082,326748,Active,-578,0,152.0,,0,112500.0,32368.5,0.0,0.0,Consumer credit,-29
36084,303196,Closed,-2641,0,-2094.0,-2123.0,0,202500.0,0.0,0.0,0.0,Consumer credit,-715
36094,159902,Active,-922,0,904.0,,0,301500.0,0.0,0.0,0.0,Consumer credit,-371
36096,159902,Closed,-487,0,-121.0,-121.0,0,141592.5,0.0,0.0,0.0,Consumer credit,-121
36098,183616,Closed,-2176,0,-1811.0,-1805.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-905
36099,183616,Active,-1518,0,5787.0,,0,4860000.0,4027549.5,0.0,0.0,Mortgage,-244
36108,183616,Closed,-910,0,-789.0,-789.0,0,315000.0,,,0.0,Consumer credit,-789
36110,183616,Closed,-1729,0,-1545.0,-1667.0,0,93231.0,0.0,0.0,0.0,Consumer credit,-1667
36120,134679,Active,-1340,0,-974.0,,0,40495.5,4086.0,0.0,0.0,Consumer credit,-1003
36122,134679,Active,-41,0,145.0,,0,23580.0,20119.5,0.0,0.0,Consumer credit,-9
36125,134679,Closed,-724,0,-359.0,-390.0,0,47880.0,0.0,0.0,0.0,Consumer credit,-390
36127,123991,Closed,-1744,0,-1529.0,-1589.0,0,113325.48,0.0,,0.0,Consumer credit,-878
36129,123991,Active,-664,0,-10.0,,0,450000.0,0.0,0.0,0.0,Credit card,-27
36133,123991,Active,-561,0,537.0,,0,2130457.5,1187226.0,,0.0,Car loan,-7
36134,123991,Active,-2710,0,8248.0,,1,65925.0,,,0.0,Credit card,-37
36135,123991,Closed,-2745,0,-2379.0,-2590.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-520
36136,292050,Closed,-2435,0,-1883.0,-1883.0,0,900000.0,0.0,,0.0,Consumer credit,-570
36139,292050,Active,-2519,0,-1789.0,,0,225000.0,0.0,225000.0,0.0,Credit card,-575
36141,292050,Closed,-2417,0,,-1724.0,0,0.0,0.0,0.0,0.0,Credit card,-1722
36148,108675,Closed,-2015,0,-1468.0,-1499.0,0,72450.0,0.0,0.0,0.0,Consumer credit,-1499
36154,407600,Active,-607,0,27283.0,,0,22500.0,0.0,0.0,0.0,Credit card,-508
36156,407600,Active,-140,0,166.0,,0,28624.5,17299.98,0.0,0.0,Consumer credit,-13
36164,420492,Closed,-1305,0,-1001.0,-1001.0,0,128110.5,0.0,,0.0,Consumer credit,-983
36167,140710,Closed,-482,0,-153.0,-153.0,0,161550.0,0.0,0.0,0.0,Consumer credit,-150
36168,389066,Closed,-1984,0,-1772.0,-1952.0,0,40977.54,0.0,,0.0,Consumer credit,-876
36170,389066,Closed,-2377,0,-2134.0,-2152.0,0,78003.0,0.0,,0.0,Consumer credit,-2054
36171,389066,Active,-2681,0,972.0,,0,225000.0,0.0,,0.0,Credit card,-10
36175,409338,Closed,-496,0,-10.0,-159.0,0,373320.0,0.0,,0.0,Consumer credit,-156
36178,409338,Closed,-1070,0,-1041.0,-1026.0,0,1113750.0,0.0,0.0,0.0,Consumer credit,-927
36180,409338,Closed,-1616,0,-1434.0,-1433.0,0,94230.0,0.0,0.0,0.0,Consumer credit,-960
36181,409338,Closed,-1279,0,-912.0,-908.0,0,774000.0,0.0,0.0,0.0,Consumer credit,-907
36182,409338,Active,-160,0,1301.0,,0,2507850.0,2320663.5,0.0,0.0,Consumer credit,-6
36183,409338,Closed,-1306,0,-1070.0,-1070.0,0,268915.5,0.0,,0.0,Consumer credit,-1067
36184,409338,Closed,-1615,0,-1434.0,-1433.0,0,94230.0,0.0,,0.0,Consumer credit,-1067
36192,361049,Closed,-1401,0,-974.0,-974.0,0,166500.0,0.0,0.0,0.0,Consumer credit,-914
36193,361049,Closed,-1233,0,-643.0,-642.0,0,211500.0,0.0,,0.0,Credit card,-640
36198,407449,Closed,-997,0,-632.0,-653.0,0,60525.0,0.0,0.0,0.0,Consumer credit,-652
36202,407449,Closed,-283,0,-160.0,-160.0,0,30060.0,0.0,,0.0,Consumer credit,-160
36205,407449,Closed,-1008,0,-457.0,-492.0,0,225000.0,,,0.0,Consumer credit,-492
36210,279688,Active,-165,0,201.0,,0,121496.4,74128.5,0.0,0.0,Consumer credit,-13
36213,310310,Closed,-1313,0,-947.0,-947.0,0,119335.5,0.0,0.0,0.0,Consumer credit,-947
36215,310310,Closed,-844,0,-681.0,-680.0,0,121500.0,0.0,,0.0,Credit card,-675
36218,199994,Active,-371,0,1455.0,,0,1800000.0,1587694.5,,0.0,Consumer credit,-3
36225,238966,Active,-855,0,527.0,,0,72000.0,0.0,0.0,0.0,Credit card,-78
36226,238966,Closed,-858,0,-493.0,-646.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-257
36228,238966,Closed,-1633,0,-1268.0,-1296.0,0,118714.5,0.0,0.0,0.0,Consumer credit,-1109
36231,238966,Active,-560,0,170.0,,0,154917.0,53172.0,0.0,0.0,Consumer credit,-13
36234,370584,Closed,-2177,0,-1880.0,-1164.0,0,96390.0,,,0.0,Consumer credit,-1161
36238,271774,Closed,-2490,0,-1788.0,-1898.0,0,180000.0,0.0,,0.0,Consumer credit,-1897
36241,271774,Closed,-1588,0,-1224.0,-1164.0,0,90000.0,,,0.0,Consumer credit,-1161
36242,271774,Closed,-2280,0,-1923.0,-1164.0,0,270000.0,,,0.0,Consumer credit,-1161
36243,271774,Closed,-1787,0,-1667.0,-1164.0,0,78970.5,,,0.0,Consumer credit,-1161
36251,403161,Closed,-2746,0,-2404.0,-2436.0,0,87763.5,0.0,,0.0,Consumer credit,-613
36252,403161,Closed,-2374,0,-548.0,-609.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-254
36254,403161,Closed,-2674,0,-2316.0,-2368.0,0,121500.0,,,0.0,Consumer credit,-2367
36265,403161,Closed,-1992,0,-1811.0,-1717.0,0,263295.0,0.0,0.0,0.0,Consumer credit,-1716
36270,131143,Closed,-1288,0,-1044.0,-1103.0,0,58302.54,0.0,,0.0,Consumer credit,-873
36273,131143,Closed,-2889,0,-2584.0,-2536.0,0,45509.805,,,0.0,Consumer credit,-800
36278,277755,Active,-1092,0,222.0,,0,135000.0,126828.0,0.0,0.0,Credit card,-109
36286,277755,Closed,-531,0,-352.0,-443.0,0,7627.5,0.0,0.0,0.0,Microloan,-442
36290,277755,Closed,-858,0,-128.0,-128.0,0,130176.0,0.0,0.0,0.0,Consumer credit,-128
36292,233607,Closed,-1874,0,-48.0,-351.0,0,765000.0,0.0,0.0,0.0,Consumer credit,-141
36295,283867,Closed,-254,0,-42.0,-55.0,0,30790.8,0.0,,0.0,Consumer credit,-54
36296,283867,Active,-1042,0,-494.0,,0,69300.0,8725.5,0.0,0.0,Consumer credit,-520
36297,283867,Active,-503,0,1323.0,,0,67500.0,55377.0,0.0,0.0,Consumer credit,-38
36303,283867,Closed,-1730,0,-1062.0,-1003.0,0,45000.0,,,0.0,Consumer credit,-1000
36306,283867,Active,-287,0,380.0,,0,101367.0,,,0.0,Consumer credit,-15
36309,283867,Active,-264,0,467.0,,0,225000.0,163261.665,0.0,0.0,Consumer credit,-21
36313,214330,Closed,-1022,0,72.0,-478.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-98
36314,214330,Closed,-1022,0,72.0,-478.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-456
36315,214330,Active,-343,0,27283.0,,0,180000.0,45207.0,0.0,0.0,Credit card,-19
36317,214330,Active,-699,0,397.0,,0,675000.0,369328.5,0.0,0.0,Consumer credit,-98
36319,214330,Closed,-1523,0,-1220.0,-1191.0,0,26010.0,0.0,,0.0,Consumer credit,-1191
36321,214330,Closed,-1289,0,-954.0,-912.0,0,171562.5,,,0.0,Consumer credit,-909
36323,214330,Active,-181,0,215.0,,0,34150.5,22995.0,0.0,0.0,Consumer credit,-30
36324,366306,Closed,-1549,0,-1337.0,-1457.0,0,106067.61,0.0,,0.0,Consumer credit,-880
36327,366306,Active,-225,0,1227.0,,0,0.0,0.0,0.0,0.0,Credit card,-42
36328,366306,Closed,-2153,0,-1818.0,-1876.0,0,113700.15,0.0,,0.0,Consumer credit,-880
36330,366306,Closed,-701,0,-578.0,-638.0,0,55996.02,0.0,,0.0,Consumer credit,-635
36333,366306,Closed,-1220,0,-1157.0,-1148.0,0,35050.5,0.0,0.0,0.0,Consumer credit,-926
36341,366306,Closed,-1219,0,-1157.0,-1157.0,0,35050.5,0.0,0.0,0.0,Consumer credit,-1157
36342,366306,Closed,-2162,0,8797.0,-960.0,1,0.0,,,0.0,Credit card,-960
36343,110726,Active,-184,0,912.0,,0,630000.0,646177.5,,0.0,Credit card,-12
36345,110726,Active,-778,0,318.0,,0,1425393.0,537678.0,,0.0,Consumer credit,-12
36347,110726,Closed,-1024,0,-659.0,-659.0,0,90418.5,0.0,0.0,0.0,Consumer credit,-629
36355,106061,Closed,-886,0,239.0,-673.0,0,264690.0,0.0,,0.0,Consumer credit,-671
36356,106061,Closed,-1335,0,497.0,-1182.0,0,450000.0,0.0,,0.0,Credit card,-875
36358,106061,Closed,-19,0,-3.0,-18.0,0,18000.0,0.0,0.0,0.0,Consumer credit,-15
36359,106061,Closed,-51,0,-35.0,-49.0,0,18000.0,0.0,0.0,0.0,Consumer credit,-43
36363,106061,Active,-517,0,1309.0,,0,234000.0,188806.5,0.0,0.0,Consumer credit,-29
36364,106061,Active,-1009,0,374.0,,0,225000.0,216139.5,0.0,0.0,Credit card,-155
36369,106061,Active,-419,0,1407.0,,0,315000.0,262323.0,0.0,0.0,Consumer credit,-20
36370,106061,Closed,-685,0,-532.0,-532.0,0,29543.625,0.0,0.0,0.0,Consumer credit,-528
36372,359364,Active,-151,0,215.0,,0,315000.0,221899.5,0.0,0.0,Consumer credit,-20
36373,359364,Closed,-237,0,-193.0,-193.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-192
36381,245185,Closed,-1248,0,-852.0,-842.0,0,108526.5,,,0.0,Consumer credit,-827
36384,245185,Closed,-737,0,-462.0,-434.0,0,58189.5,,,0.0,Consumer credit,-428
36386,245185,Active,-96,0,8.0,,0,67500.0,56961.0,,0.0,Microloan,-7
36388,245185,Closed,-175,0,-114.0,-7.0,0,20250.0,0.0,,0.0,Microloan,-7
36391,371214,Active,-302,0,-22.0,,0,67500.0,54792.0,0.0,0.0,Credit card,-98
36397,145956,Active,-504,0,1257.0,,0,0.0,3330.0,,0.0,Credit card,-46
36398,145956,Closed,-630,0,-93.0,-93.0,0,0.0,0.0,0.0,0.0,Credit card,-82
36400,391817,Closed,-1780,0,-1414.0,-1392.0,0,36855.0,0.0,0.0,0.0,Consumer credit,-960
36403,391817,Closed,-2272,0,-1906.0,-1905.0,0,132223.5,0.0,,0.0,Consumer credit,-1312
36406,398374,Closed,-1982,0,-1801.0,-1800.0,0,34425.0,0.0,0.0,0.0,Consumer credit,-1729
36407,398374,Closed,-238,0,1588.0,-112.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-93
36408,398374,Closed,-273,0,1553.0,-263.0,0,1485000.0,0.0,0.0,0.0,Consumer credit,-260
36410,398374,Active,-273,0,-243.0,,0,270000.0,179388.0,0.0,0.0,Credit card,-101
36414,398374,Closed,-909,0,-240.0,-240.0,0,129285.0,0.0,0.0,0.0,Consumer credit,-234
36415,398374,Closed,-972,0,-273.0,-273.0,0,133953.75,0.0,0.0,0.0,Consumer credit,-269
36417,353118,Active,-1890,0,-429.0,,0,661320.0,419400.0,,0.0,Consumer credit,-549
36418,353118,Active,-471,0,990.0,,0,1305000.0,1123554.69,,0.0,Consumer credit,-11
